Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2006-01-21,Inter,Palermo,3,0,H,1,0,H,13.0,9.0,9.0,5.0,23.0,15.0,8.0,11.0,3,2,0,0
2006-01-21,Lazio,Cagliari,1,1,D,1,0,H,8.0,7.0,4.0,6.0,15.0,28.0,6.0,5.0,3,3,2,0
2006-01-22,Ascoli,Lecce,2,0,H,2,0,H,10.0,13.0,5.0,4.0,28.0,21.0,4.0,9.0,3,3,1,0
2006-01-22,Fiorentina,Messina,2,0,H,1,0,H,22.0,5.0,11.0,3.0,24.0,22.0,9.0,2.0,1,2,0,0
2006-01-22,Juventus,Empoli,2,1,H,1,1,D,14.0,0.0,6.0,0.0,24.0,17.0,14.0,0.0,1,2,0,0
2006-01-22,Livorno,Treviso,1,1,D,0,1,A,10.0,5.0,3.0,1.0,23.0,28.0,5.0,5.0,2,0,0,2
2006-01-22,Parma,Chievo,2,1,H,1,1,D,10.0,10.0,6.0,5.0,21.0,25.0,1.0,11.0,4,3,1,1
2006-01-22,Reggina,Sampdoria,2,1,H,2,1,H,8.0,7.0,5.0,2.0,21.0,20.0,8.0,5.0,1,2,0,0
2006-01-22,Siena,Milan,0,3,A,0,1,A,8.0,17.0,3.0,10.0,21.0,22.0,2.0,10.0,3,1,0,0
2006-01-22,Udinese,Roma,1,4,A,0,1,A,8.0,10.0,3.0,7.0,16.0,21.0,4.0,4.0,2,1,1,0
2006-01-28,Milan,Sampdoria,1,1,D,1,1,D,20.0,14.0,8.0,8.0,27.0,14.0,5.0,4.0,3,3,0,0
2006-01-28,Palermo,Siena,1,3,A,0,1,A,12.0,7.0,5.0,4.0,14.0,21.0,11.0,1.0,1,4,0,0
2006-01-29,Ascoli,Juventus,1,3,A,1,3,A,9.0,8.0,4.0,6.0,24.0,27.0,0.0,3.0,2,1,0,0
2006-01-29,Chievo,Reggina,4,0,H,0,0,D,13.0,8.0,7.0,5.0,19.0,20.0,4.0,5.0,0,4,0,0
2006-01-29,Empoli,Parma,1,2,A,0,1,A,14.0,5.0,8.0,4.0,24.0,24.0,5.0,2.0,2,3,0,0
2006-01-29,Lecce,Inter,0,2,A,0,0,D,7.0,13.0,3.0,6.0,25.0,18.0,1.0,6.0,2,3,1,0
2006-01-29,Messina,Cagliari,1,0,H,0,0,D,11.0,9.0,8.0,5.0,14.0,18.0,9.0,4.0,5,2,0,0
2006-01-29,Roma,Livorno,3,0,H,2,0,H,17.0,5.0,10.0,2.0,11.0,13.0,4.0,6.0,0,2,0,0
2006-01-29,Treviso,Lazio,0,1,A,0,0,D,11.0,4.0,7.0,2.0,30.0,23.0,10.0,5.0,1,3,0,0
2006-01-29,Udinese,Fiorentina,0,0,D,0,0,D,5.0,10.0,3.0,2.0,23.0,19.0,5.0,5.0,5,2,0,0
2006-02-04,Parma,Roma,0,3,A,0,0,D,7.0,19.0,4.0,10.0,29.0,14.0,5.0,7.0,5,2,0,0
2006-02-04,Siena,Ascoli,1,1,D,0,1,A,10.0,7.0,6.0,5.0,16.0,27.0,11.0,4.0,4,0,0,0
2006-02-05,Cagliari,Empoli,4,1,H,3,0,H,9.0,8.0,7.0,3.0,14.0,21.0,6.0,6.0,4,1,0,0
2006-02-05,Fiorentina,Lecce,1,0,H,1,0,H,14.0,6.0,9.0,1.0,25.0,24.0,3.0,3.0,1,3,0,0
2006-02-05,Inter,Chievo,1,0,H,1,0,H,21.0,0.0,11.0,0.0,16.0,24.0,6.0,5.0,2,1,0,0
2006-02-05,Juventus,Udinese,1,0,H,0,0,D,17.0,2.0,8.0,1.0,18.0,17.0,12.0,5.0,1,3,0,1
2006-02-05,Lazio,Milan,0,0,D,0,0,D,8.0,13.0,2.0,7.0,18.0,27.0,4.0,9.0,1,1,0,0
2006-02-05,Livorno,Messina,2,2,D,0,0,D,8.0,7.0,5.0,3.0,17.0,18.0,4.0,3.0,5,1,0,1
2006-02-05,Reggina,Palermo,2,2,D,1,1,D,5.0,8.0,2.0,4.0,1.0,2.0,2.0,7.0,2,4,0,0
2006-02-05,Sampdoria,Treviso,1,1,D,1,0,H,10.0,11.0,4.0,5.0,20.0,37.0,4.0,6.0,2,2,0,0
2006-02-08,Ascoli,Livorno,0,0,D,0,0,D,8.0,3.0,6.0,1.0,15.0,18.0,6.0,0.0,0,1,0,0
2006-02-08,Chievo,Sampdoria,1,1,D,0,1,A,13.0,8.0,6.0,5.0,25.0,18.0,5.0,7.0,1,4,0,1
2006-02-08,Fiorentina,Inter,2,1,H,1,0,H,9.0,10.0,5.0,4.0,22.0,20.0,4.0,7.0,2,2,0,0
2006-02-08,Juventus,Parma,1,1,D,1,1,D,12.0,5.0,5.0,2.0,48.0,20.0,10.0,0.0,0,2,0,0
2006-02-08,Lecce,Empoli,1,2,A,0,2,A,13.0,10.0,5.0,5.0,28.0,22.0,3.0,1.0,2,2,1,0
2006-02-08,Messina,Siena,0,0,D,0,0,D,10.0,5.0,6.0,2.0,15.0,20.0,0.0,7.0,0,0,0,0
2006-02-08,Milan,Treviso,5,0,H,1,0,H,15.0,3.0,11.0,2.0,13.0,15.0,6.0,2.0,0,2,0,0
2006-02-08,Palermo,Lazio,3,1,H,1,0,H,8.0,8.0,5.0,2.0,26.0,14.0,2.0,5.0,3,2,0,1
2006-02-08,Roma,Cagliari,4,3,H,2,2,D,19.0,6.0,12.0,5.0,24.0,21.0,7.0,1.0,2,3,1,1
2006-02-08,Udinese,Reggina,1,2,A,1,1,D,14.0,7.0,3.0,4.0,18.0,21.0,5.0,4.0,0,3,0,0
2006-02-11,Lazio,Udinese,1,1,D,1,1,D,9.0,8.0,3.0,4.0,20.0,28.0,4.0,4.0,1,2,0,0
2006-02-11,Treviso,Chievo,1,2,A,0,1,A,14.0,14.0,9.0,7.0,20.0,17.0,5.0,4.0,0,2,0,0
2006-02-12,Cagliari,Lecce,0,0,D,0,0,D,5.0,11.0,2.0,7.0,17.0,21.0,4.0,4.0,3,2,0,1
2006-02-12,Empoli,Palermo,0,1,A,0,0,D,7.0,8.0,3.0,3.0,25.0,26.0,4.0,3.0,3,2,0,1
2006-02-12,Inter,Juventus,1,2,A,0,0,D,12.0,7.0,7.0,4.0,27.0,27.0,10.0,4.0,2,3,0,0
2006-02-12,Livorno,Fiorentina,2,0,H,0,0,D,7.0,12.0,3.0,2.0,21.0,21.0,5.0,5.0,1,2,0,1
2006-02-12,Parma,Ascoli,0,0,D,0,0,D,5.0,10.0,2.0,7.0,25.0,35.0,2.0,3.0,2,4,0,0
2006-02-12,Reggina,Milan,1,4,A,1,2,A,8.0,13.0,4.0,7.0,12.0,22.0,7.0,2.0,2,3,0,0
2006-02-12,Sampdoria,Messina,4,2,H,1,1,D,23.0,18.0,11.0,8.0,27.0,30.0,6.0,4.0,3,2,0,1
2006-02-12,Siena,Roma,0,2,A,0,0,D,14.0,14.0,6.0,6.0,31.0,13.0,6.0,2.0,5,2,0,0
2006-02-18,Livorno,Inter,0,0,D,0,0,D,6.0,10.0,2.0,3.0,16.0,16.0,4.0,6.0,1,3,0,0
2006-02-18,Messina,Juventus,2,2,D,1,1,D,10.0,13.0,5.0,6.0,34.0,25.0,7.0,2.0,2,3,0,1
2006-02-18,Milan,Cagliari,1,0,H,1,0,H,10.0,2.0,5.0,0.0,20.0,18.0,11.0,6.0,0,3,0,0
2006-02-19,Chievo,Palermo,0,0,D,0,0,D,4.0,12.0,2.0,1.0,15.0,20.0,7.0,5.0,2,4,0,0
2006-02-19,Fiorentina,Lazio,1,2,A,0,1,A,18.0,6.0,7.0,3.0,18.0,27.0,5.0,2.0,1,1,0,0
2006-02-19,Lecce,Reggina,0,0,D,0,0,D,8.0,10.0,3.0,3.0,30.0,27.0,2.0,4.0,5,3,0,0
2006-02-19,Roma,Empoli,1,0,H,1,0,H,10.0,6.0,6.0,3.0,15.0,19.0,6.0,5.0,1,3,0,0
2006-02-19,Sampdoria,Ascoli,1,2,A,0,0,D,8.0,15.0,4.0,8.0,25.0,23.0,4.0,2.0,2,3,1,0
2006-02-19,Treviso,Parma,0,1,A,0,1,A,13.0,6.0,5.0,3.0,18.0,26.0,10.0,1.0,3,2,0,0
2006-02-19,Udinese,Siena,1,2,A,1,2,A,13.0,10.0,5.0,3.0,12.0,12.0,6.0,2.0,2,4,1,0
2006-02-25,Parma,Fiorentina,2,4,A,2,2,D,11.0,14.0,7.0,6.0,30.0,24.0,4.0,7.0,4,0,0,0
2006-02-25,Reggina,Livorno,1,1,D,0,0,D,12.0,7.0,7.0,5.0,22.0,17.0,9.0,7.0,4,3,0,0
2006-02-26,Ascoli,Messina,1,0,H,0,0,D,15.0,11.0,7.0,4.0,14.0,25.0,8.0,2.0,1,3,0,0
2006-02-26,Cagliari,Chievo,2,2,D,1,0,H,5.0,9.0,2.0,3.0,19.0,25.0,6.0,7.0,4,2,1,0
2006-02-26,Empoli,Treviso,1,1,D,0,0,D,7.0,6.0,4.0,3.0,20.0,26.0,4.0,1.0,3,4,0,1
2006-02-26,Inter,Udinese,3,1,H,1,0,H,15.0,10.0,7.0,4.0,20.0,19.0,4.0,1.0,0,2,1,1
2006-02-26,Juventus,Lecce,3,1,H,2,1,H,13.0,5.0,7.0,3.0,21.0,18.0,8.0,3.0,3,2,0,1
2006-02-26,Lazio,Roma,0,2,A,0,1,A,10.0,6.0,2.0,3.0,12.0,24.0,7.0,3.0,2,5,0,0
2006-02-26,Palermo,Milan,0,2,A,0,0,D,12.0,9.0,3.0,4.0,16.0,26.0,8.0,3.0,3,3,0,1
2006-02-26,Siena,Sampdoria,1,0,H,0,0,D,12.0,14.0,5.0,6.0,12.0,16.0,5.0,8.0,1,3,0,1
2006-03-04,Milan,Empoli,3,0,H,0,0,D,17.0,4.0,8.0,0.0,8.0,13.0,6.0,3.0,1,0,0,0
2006-03-04,Sampdoria,Juventus,0,1,A,0,0,D,4.0,11.0,2.0,4.0,26.0,18.0,10.0,5.0,2,0,0,0
2006-03-05,Chievo,Lazio,2,2,D,2,1,H,8.0,11.0,4.0,5.0,21.0,26.0,6.0,5.0,2,2,0,0
2006-03-05,Fiorentina,Siena,2,1,H,1,1,D,10.0,11.0,6.0,5.0,20.0,21.0,5.0,3.0,3,2,0,0
2006-03-05,Lecce,Palermo,2,0,H,0,0,D,11.0,6.0,5.0,3.0,18.0,17.0,2.0,7.0,2,2,0,0
2006-03-05,Livorno,Cagliari,0,1,A,0,0,D,10.0,5.0,4.0,3.0,20.0,15.0,10.0,1.0,1,4,0,0
2006-03-05,Messina,Parma,0,1,A,0,0,D,20.0,9.0,9.0,5.0,11.0,11.0,13.0,8.0,1,4,0,0
2006-03-05,Roma,Inter,1,1,D,1,0,H,9.0,11.0,3.0,5.0,23.0,21.0,2.0,10.0,2,2,0,0
2006-03-05,Treviso,Reggina,0,1,A,0,0,D,12.0,6.0,5.0,3.0,27.0,23.0,4.0,3.0,5,2,0,0
2006-03-05,Udinese,Ascoli,1,1,D,0,0,D,11.0,9.0,3.0,3.0,32.0,23.0,3.0,7.0,3,1,0,1
2006-03-11,Inter,Sampdoria,1,0,H,1,0,H,15.0,6.0,6.0,2.0,16.0,10.0,4.0,8.0,2,1,0,0
2006-03-11,Siena,Treviso,1,0,H,0,0,D,8.0,7.0,5.0,4.0,24.0,20.0,7.0,6.0,4,2,0,0
2006-03-12,Ascoli,Roma,3,2,H,3,0,H,12.0,18.0,8.0,8.0,20.0,18.0,4.0,10.0,3,1,0,1
2006-03-12,Empoli,Chievo,2,1,H,0,0,D,10.0,6.0,4.0,2.0,22.0,18.0,8.0,7.0,4,3,0,0
2006-03-12,Juventus,Milan,0,0,D,0,0,D,8.0,6.0,3.0,2.0,24.0,15.0,3.0,3.0,1,3,0,1
2006-03-12,Lazio,Reggina,3,1,H,2,0,H,10.0,4.0,6.0,3.0,23.0,23.0,7.0,2.0,3,4,0,0
2006-03-12,Messina,Lecce,2,1,H,1,1,D,15.0,6.0,7.0,3.0,20.0,24.0,8.0,3.0,5,3,0,0
2006-03-12,Palermo,Udinese,2,0,H,0,0,D,6.0,6.0,3.0,5.0,14.0,22.0,2.0,3.0,3,2,0,0
2006-03-12,Parma,Livorno,2,1,H,1,1,D,6.0,16.0,5.0,9.0,27.0,13.0,1.0,6.0,4,2,0,0
2006-03-18,Livorno,Juventus,1,3,A,0,1,A,5.0,7.0,3.0,3.0,26.0,25.0,2.0,4.0,2,1,0,0
2006-03-18,Treviso,Cagliari,1,2,A,1,1,D,8.0,7.0,3.0,4.0,27.0,21.0,0.0,5.0,3,3,0,1
2006-03-19,Chievo,Siena,4,1,H,1,1,D,13.0,7.0,8.0,4.0,14.0,20.0,6.0,5.0,2,3,0,2
2006-03-19,Fiorentina,Ascoli,3,1,H,0,1,A,16.0,7.0,9.0,3.0,16.0,21.0,6.0,2.0,1,3,0,1
2006-03-19,Inter,Lazio,3,1,H,1,0,H,21.0,8.0,10.0,6.0,18.0,8.0,14.0,6.0,2,1,0,0
2006-03-19,Lecce,Parma,1,2,A,0,0,D,16.0,11.0,10.0,5.0,15.0,22.0,8.0,3.0,2,4,0,0
2006-03-19,Reggina,Empoli,0,2,A,0,0,D,8.0,10.0,3.0,5.0,24.0,19.0,6.0,3.0,4,2,1,0
2006-03-19,Roma,Messina,2,1,H,1,0,H,17.0,7.0,7.0,6.0,14.0,29.0,11.0,4.0,1,3,0,1
2006-03-19,Sampdoria,Palermo,0,2,A,0,0,D,15.0,14.0,7.0,7.0,18.0,19.0,7.0,2.0,4,3,0,0
2006-03-19,Udinese,Milan,0,4,A,0,1,A,6.0,6.0,4.0,4.0,14.0,11.0,4.0,3.0,1,0,0,0
2006-03-22,Cagliari,Fiorentina,0,0,D,0,0,D,12.0,13.0,4.0,6.0,17.0,29.0,6.0,4.0,2,5,0,0
2006-03-26,Ascoli,Chievo,2,2,D,1,1,D,9.0,4.0,4.0,3.0,16.0,22.0,5.0,7.0,1,2,0,0
2006-03-26,Cagliari,Reggina,0,2,A,0,2,A,14.0,6.0,6.0,2.0,23.0,27.0,6.0,3.0,4,5,0,0
2006-03-26,Empoli,Livorno,2,1,H,1,0,H,16.0,8.0,6.0,3.0,18.0,24.0,0.0,4.0,1,2,0,0
2006-03-25,Juventus,Roma,1,1,D,1,0,H,5.0,9.0,3.0,4.0,19.0,20.0,2.0,6.0,1,3,1,0
2006-03-26,Lazio,Sampdoria,2,0,H,0,0,D,11.0,4.0,3.0,1.0,21.0,31.0,6.0,3.0,2,6,0,0
2006-03-26,Messina,Udinese,1,1,D,1,1,D,6.0,12.0,4.0,7.0,16.0,23.0,7.0,4.0,1,3,0,0
2006-03-25,Milan,Fiorentina,3,1,H,1,1,D,11.0,6.0,6.0,3.0,16.0,18.0,10.0,2.0,2,1,0,0
2006-03-26,Palermo,Treviso,1,0,H,0,0,D,8.0,8.0,5.0,3.0,16.0,19.0,4.0,6.0,1,1,0,0
2006-03-25,Parma,Inter,1,0,H,1,0,H,11.0,18.0,9.0,9.0,25.0,18.0,2.0,14.0,4,4,0,0
2006-03-26,Siena,Lecce,1,2,A,0,1,A,11.0,12.0,7.0,4.0,20.0,19.0,6.0,3.0,2,5,1,0
2006-04-01,Inter,Messina,3,0,H,3,0,H,13.0,4.0,7.0,0.0,12.0,15.0,6.0,1.0,0,1,0,0
2006-04-01,Lecce,Milan,1,0,H,0,0,D,12.0,8.0,6.0,5.0,17.0,18.0,6.0,3.0,2,1,0,0
2006-04-01,Treviso,Juventus,0,0,D,0,0,D,5.0,15.0,1.0,6.0,26.0,17.0,3.0,14.0,3,4,0,0
2006-04-02,Chievo,Livorno,2,1,H,1,1,D,6.0,6.0,4.0,4.0,20.0,26.0,5.0,1.0,1,2,1,0
2006-04-02,Fiorentina,Roma,1,1,D,1,0,H,8.0,17.0,5.0,7.0,16.0,24.0,4.0,7.0,3,4,0,0
2006-04-02,Lazio,Empoli,3,3,D,2,1,H,13.0,4.0,8.0,3.0,20.0,24.0,8.0,4.0,1,1,0,0
2006-04-02,Palermo,Ascoli,1,1,D,1,0,H,5.0,4.0,4.0,2.0,15.0,11.0,1.0,6.0,1,2,1,0
2006-04-02,Reggina,Siena,1,1,D,0,1,A,11.0,5.0,4.0,2.0,8.0,18.0,5.0,7.0,0,3,0,0
2006-04-02,Sampdoria,Cagliari,1,1,D,1,0,H,7.0,5.0,5.0,3.0,25.0,15.0,5.0,1.0,3,3,0,0
2006-04-02,Udinese,Parma,2,0,H,1,0,H,11.0,2.0,4.0,1.0,15.0,26.0,4.0,4.0,4,2,0,0
2006-04-08,Ascoli,Inter,1,2,A,1,0,H,8.0,14.0,3.0,8.0,18.0,18.0,1.0,3.0,3,1,0,1
2006-04-08,Livorno,Udinese,0,2,A,0,1,A,12.0,6.0,6.0,4.0,16.0,18.0,3.0,1.0,1,0,0,1
2006-04-09,Cagliari,Palermo,1,1,D,1,0,H,11.0,7.0,5.0,3.0,15.0,12.0,2.0,7.0,1,2,0,0
2006-04-09,Empoli,Sampdoria,2,1,H,1,0,H,5.0,12.0,4.0,4.0,22.0,22.0,2.0,5.0,0,1,0,0
2006-04-09,Juventus,Fiorentina,1,1,D,0,0,D,15.0,11.0,4.0,5.0,17.0,20.0,10.0,0.0,3,3,0,0
2006-04-09,Messina,Treviso,3,1,H,1,1,D,12.0,2.0,7.0,2.0,18.0,13.0,6.0,2.0,5,3,0,0
2006-04-09,Milan,Chievo,4,1,H,1,1,D,18.0,9.0,9.0,4.0,12.0,14.0,9.0,3.0,0,2,0,0
2006-04-09,Parma,Reggina,4,0,H,2,0,H,12.0,14.0,5.0,4.0,22.0,15.0,1.0,7.0,0,0,1,1
2006-04-09,Roma,Lecce,3,1,H,2,0,H,6.0,12.0,5.0,2.0,24.0,18.0,8.0,4.0,3,1,0,0
2006-04-09,Siena,Lazio,2,3,A,2,2,D,16.0,12.0,9.0,10.0,22.0,19.0,5.0,4.0,1,3,0,0
2006-04-14,Milan,Inter,1,0,H,0,0,D,8.0,11.0,4.0,5.0,24.0,18.0,3.0,4.0,4,4,0,0
2006-04-15,Cagliari,Juventus,1,1,D,1,0,H,2.0,16.0,1.0,5.0,31.0,30.0,1.0,9.0,4,2,2,0
2006-04-15,Chievo,Messina,2,0,H,1,0,H,9.0,10.0,3.0,2.0,19.0,25.0,3.0,8.0,3,4,1,0
2006-04-15,Empoli,Siena,2,1,H,2,0,H,10.0,14.0,4.0,9.0,15.0,19.0,4.0,5.0,2,2,0,0
2006-04-15,Lazio,Livorno,3,1,H,1,0,H,4.0,5.0,4.0,3.0,23.0,24.0,2.0,2.0,2,3,0,1
2006-04-15,Lecce,Udinese,1,2,A,1,1,D,15.0,10.0,6.0,4.0,19.0,18.0,4.0,6.0,1,4,0,0
2006-04-15,Palermo,Roma,3,3,D,0,3,A,15.0,10.0,7.0,6.0,21.0,19.0,4.0,1.0,3,3,0,0
2006-04-15,Reggina,Ascoli,2,0,H,2,0,H,5.0,7.0,4.0,0.0,19.0,14.0,7.0,9.0,3,1,1,0
2006-04-15,Sampdoria,Parma,1,2,A,1,0,H,10.0,12.0,3.0,5.0,18.0,22.0,3.0,2.0,0,1,0,0
2006-04-15,Treviso,Fiorentina,1,3,A,1,1,D,5.0,8.0,1.0,5.0,16.0,16.0,6.0,5.0,1,2,0,0
2006-04-22,Ascoli,Cagliari,2,2,D,1,0,H,23.0,5.0,7.0,3.0,18.0,14.0,8.0,2.0,4,2,1,2
2006-04-22,Fiorentina,Empoli,2,1,H,1,0,H,19.0,7.0,11.0,5.0,24.0,23.0,7.0,4.0,1,3,0,0
2006-04-22,Inter,Reggina,4,0,H,3,0,H,16.0,4.0,13.0,2.0,16.0,13.0,5.0,1.0,0,0,0,0
2006-04-22,Juventus,Lazio,1,1,D,0,1,A,24.0,4.0,9.0,3.0,20.0,13.0,15.0,3.0,2,3,0,1
2006-04-22,Lecce,Treviso,1,1,D,1,0,H,17.0,18.0,8.0,11.0,18.0,22.0,8.0,4.0,0,2,1,0
2006-04-22,Livorno,Palermo,3,1,H,2,0,H,13.0,13.0,8.0,6.0,23.0,13.0,3.0,4.0,3,2,0,0
2006-04-22,Messina,Milan,1,3,A,1,2,A,6.0,11.0,3.0,6.0,23.0,14.0,3.0,5.0,5,4,3,1
2006-04-22,Parma,Siena,1,1,D,0,1,A,8.0,7.0,3.0,1.0,16.0,20.0,4.0,3.0,1,1,0,0
2006-04-22,Roma,Sampdoria,0,0,D,0,0,D,11.0,5.0,4.0,3.0,15.0,20.0,3.0,5.0,2,6,1,0
2006-04-22,Udinese,Chievo,1,1,D,0,0,D,12.0,5.0,7.0,1.0,21.0,16.0,4.0,1.0,2,1,0,0
2006-04-30,Cagliari,Parma,3,1,H,2,0,H,10.0,8.0,5.0,3.0,6.0,21.0,1.0,5.0,0,1,0,0
2006-04-30,Chievo,Roma,4,4,D,2,3,A,8.0,15.0,7.0,10.0,25.0,17.0,3.0,9.0,1,3,0,0
2006-04-30,Empoli,Inter,1,0,H,0,0,D,8.0,12.0,1.0,3.0,16.0,17.0,2.0,7.0,1,1,0,0
2006-04-30,Lazio,Lecce,1,0,H,0,0,D,8.0,3.0,2.0,2.0,15.0,22.0,7.0,3.0,0,4,0,1
2006-04-30,Milan,Livorno,2,0,H,1,0,H,17.0,4.0,9.0,2.0,15.0,24.0,6.0,2.0,0,0,0,0
2006-04-30,Palermo,Fiorentina,1,0,H,0,0,D,7.0,10.0,4.0,2.0,23.0,20.0,2.0,7.0,2,4,0,0
2006-04-30,Reggina,Messina,3,0,H,0,0,D,12.0,9.0,8.0,5.0,12.0,23.0,2.0,3.0,3,3,0,1
2006-04-30,Sampdoria,Udinese,1,1,D,0,0,D,9.0,9.0,6.0,3.0,8.0,9.0,4.0,3.0,0,0,0,0
2006-04-30,Siena,Juventus,0,3,A,0,3,A,12.0,6.0,5.0,5.0,12.0,14.0,4.0,5.0,1,0,0,0
2006-04-30,Treviso,Ascoli,2,2,D,2,1,H,7.0,14.0,4.0,9.0,18.0,20.0,2.0,8.0,0,1,0,0
2006-05-07,Ascoli,Lazio,1,4,A,1,3,A,9.0,8.0,5.0,6.0,26.0,16.0,2.0,3.0,3,1,0,0
2006-05-07,Fiorentina,Reggina,5,2,H,3,0,H,16.0,9.0,9.0,5.0,8.0,18.0,4.0,2.0,1,2,0,0
2006-05-07,Inter,Siena,1,1,D,0,0,D,11.0,9.0,7.0,5.0,9.0,11.0,2.0,3.0,1,2,1,0
2006-05-07,Juventus,Palermo,2,1,H,1,0,H,10.0,6.0,6.0,4.0,30.0,4.0,5.0,3.0,3,1,0,0
2006-05-07,Lecce,Chievo,0,0,D,0,0,D,17.0,11.0,4.0,5.0,20.0,14.0,8.0,7.0,2,0,1,0
2006-05-07,Livorno,Sampdoria,0,0,D,0,0,D,8.0,3.0,3.0,1.0,16.0,23.0,4.0,4.0,1,0,0,0
2006-05-07,Messina,Empoli,1,2,A,0,1,A,12.0,4.0,4.0,3.0,10.0,5.0,4.0,4.0,4,0,1,0
2006-05-07,Parma,Milan,2,3,A,0,2,A,9.0,8.0,7.0,6.0,19.0,20.0,5.0,6.0,2,2,0,0
2006-05-07,Roma,Treviso,1,0,H,1,0,H,15.0,9.0,5.0,3.0,19.0,17.0,8.0,4.0,0,3,0,0
2006-05-07,Udinese,Cagliari,2,0,H,1,0,H,13.0,13.0,8.0,5.0,13.0,17.0,4.0,6.0,0,2,0,0
2006-05-14,Cagliari,Inter,2,2,D,2,2,D,8.0,12.0,2.0,3.0,12.0,14.0,2.0,3.0,0,3,0,0
2006-05-14,Chievo,Fiorentina,0,2,A,0,1,A,8.0,13.0,3.0,6.0,20.0,16.0,6.0,2.0,0,0,0,0
2006-05-14,Empoli,Ascoli,1,2,A,1,0,H,11.0,8.0,6.0,4.0,21.0,17.0,5.0,2.0,1,1,1,0
2006-05-14,Lazio,Parma,1,0,H,0,0,D,8.0,8.0,4.0,2.0,15.0,20.0,4.0,5.0,0,0,0,0
2006-05-14,Milan,Roma,2,1,H,1,1,D,12.0,8.0,5.0,4.0,16.0,19.0,6.0,5.0,1,2,0,1
2006-05-14,Palermo,Messina,1,0,H,1,0,H,9.0,9.0,3.0,3.0,15.0,17.0,3.0,4.0,0,0,0,0
2006-05-14,Reggina,Juventus,0,2,A,0,1,A,4.0,14.0,1.0,6.0,15.0,16.0,1.0,10.0,3,2,0,0
2006-05-14,Sampdoria,Lecce,1,3,A,0,1,A,16.0,15.0,6.0,8.0,27.0,13.0,7.0,5.0,2,0,0,0
2006-05-14,Siena,Livorno,0,0,D,0,0,D,10.0,8.0,5.0,1.0,18.0,17.0,2.0,5.0,0,0,0,0
2006-05-14,Treviso,Udinese,2,1,H,1,1,D,15.0,6.0,10.0,2.0,12.0,16.0,8.0,1.0,3,1,0,1
